id,Response
381110,0.0004395264467287425
381111,0.295777391331956
381112,0.30204915500969487
381113,0.006728941371675123
381114,0.0003458798812398767
381115,0.000357323314970128
381116,0.000922567579452657
381117,0.0003843446737884104
381118,0.35509525031845085
381119,0.0015098962163711772
381120,0.0015399679717392715
381121,0.2154221922751279
381122,0.0003236440638855914
381123,0.3319863395319237
381124,0.17990177126774048
381125,0.0003386552426444437
381126,0.1410156309262235
381127,0.28898078555274453
381128,0.00039526638915537613
381129,0.00033992481696569
381130,0.00026832759156639137
381131,0.0002995260282664206
381132,0.06286701923335776
381133,0.3039616413234674
381134,0.18509192852061646
381135,0.0003624787418344208
381136,0.0002668362451079621
381137,0.0012521785173340962
381138,0.001241010172210481
381139,0.0002920249091820728
381140,0.11902735880829002
381141,0.0002453355883230136
381142,0.000775436392450354
381143,0.0004665762465038782
381144,0.11280027352446094
381145,0.2702542701593234
381146,0.0003713881619424159
381147,0.040296899471484016
381148,0.00041611141172219663
381149,0.0009686729092052941
381150,0.3026052345567876
381151,0.29177502711315567
381152,0.0007159584910918947
381153,0.27938896163409294
381154,0.4007900511978333
381155,0.3874749526758331
381156,0.0005796563816424957
381157,0.02388340477819187
381158,0.287697618718437
381159,0.15125326647790888
381160,0.32531462951025325
381161,0.007613806711513703
381162,0.00036172230002174397
381163,0.3056847565164452
381164,0.0004159828480618319
381165,0.13653401793038314
381166,0.20711455033369303
381167,0.0003955320497345576
381168,0.0004266437095582355
381169,0.04065225947205221
381170,0.0003968718195075247
381171,0.0005126020593808453
381172,0.3688357652211782
381173,0.10491138207851085
381174,0.0002489114302719219
381175,0.00033004920575340174
381176,0.0009097540118188676
381177,0.2949831446059116
381178,0.1647885640739537
381179,0.0005763617026968562
381180,0.02769360542341418
381181,0.00020377760737901184
381182,0.25756885432091725
381183,0.0002907203921168165
381184,0.004515073111183202
381185,0.00048804885128577667
381186,0.3812162780151633
381187,0.43838859815456055
381188,0.21721856702530418
381189,0.06305026484931528
381190,0.0011196431369451042
381191,0.20521818710992978
381192,0.18660495562519222
381193,0.004570751707375635
381194,0.20413725123086307
381195,0.06919544324073806
381196,0.0005152379565246867
381197,0.040590027355684316
381198,0.15324503877996656
381199,0.44842842819618456
381200,0.0004622427563578599
381201,0.0011181388970550171
381202,0.2917673810408073
381203,0.4929794873045965
381204,0.08440410028738682
381205,0.00025491994461956854
381206,0.08477699158804618
381207,0.0002708910939442007
381208,0.034293895835669205
381209,0.00034389100497666446
381210,0.17674581448022159
381211,7.627862486593897e-05
381212,0.3275970581833934
381213,0.26312147504571254
381214,0.18649498356181643
381215,0.06794077326630392
381216,0.058670827059817084
381217,0.00022705325870781077
381218,0.3293799397536637
381219,0.1879339951091692
381220,0.0006372522252529344
381221,0.2895185625129233
381222,0.0003668870955552389
381223,0.0013607999461815018
381224,0.12027800172242341
381225,0.36623504945878305
381226,0.3724179652036078
381227,0.3181844832051034
381228,0.03364961193999215
381229,0.22998374987487094
381230,0.00034705021643082607
381231,0.00033103860266530657
381232,0.34922749690920385
381233,0.0003413695515286152
381234,0.31156085955634627
381235,0.00034142520240168907
381236,0.14164018519871302
381237,0.0002587503591804758
381238,0.00026875577274738385
381239,0.00034686368884181886
381240,0.00026725029694925535
381241,0.2783023544704936
381242,0.00031992256840113285
381243,0.0010321619141114757
381244,0.09265142066337818
381245,0.00037786248727668793
381246,0.3366915097413563
381247,0.4064811753811245
381248,0.0003116394142258837
381249,0.08954228279731398
381250,0.0005029218920070545
381251,0.0012600273578270717
381252,0.00040142621528355826
381253,0.000504335399093598
381254,0.0001585073195499967
381255,0.23496466405817185
381256,0.3636462667482719
381257,0.0002610172036015285
381258,0.00559065245400606
381259,0.13268448319567563
381260,0.039641999022386035
381261,0.35872760107880974
381262,0.3685230660678478
381263,0.00020368674494159833
381264,0.32251535135666365
381265,0.1093544452204776
381266,0.00027084590302511516
381267,8.615653129098354e-05
381268,0.0001871566997126127
381269,0.08773578634446697
381270,0.12139996438972049
381271,0.1935384009771542
381272,0.00042839389701190096
381273,0.0004295365834426035
381274,0.0002994851344260443
381275,0.0010303112754115825
381276,0.082230805758582
381277,0.0004778685119344663
381278,0.23181735530336595
381279,0.3934940877592318
381280,0.00031626455937178096
381281,0.1624871453588555
381282,0.000316942431790719
381283,0.0008672024294610202
381284,0.278792078050053
381285,0.0003069848054759235
381286,0.0002037211281636996
381287,0.004757371048842484
381288,0.2614697135130753
381289,0.3094484460529736
381290,0.3358272962965258
381291,0.1520032798869804
381292,0.16719573210796057
381293,0.0006309554193841305
381294,0.1033524819745793
381295,0.0003015719949830967
381296,0.48848448914116416
381297,0.000284249169680908
381298,0.0006032336859114989
381299,0.000640349666572394
381300,0.04215273345220865
381301,0.14414190025664908
381302,0.0002350988891718892
381303,0.00029200573894131305
381304,0.0012054943305598433
381305,0.03488043906282093
381306,0.29255461165507235
381307,0.00026768261387544916
381308,0.31863059187613835
381309,0.0002900691789711621
381310,0.36650311949978387
381311,0.00027209060602268376
381312,0.0004013507693496418
381313,0.3716453123446949
381314,0.020618796474468723
381315,0.0002775661457146042
381316,0.2710050068367323
381317,0.03286922894501019
381318,0.30551672131345603
381319,0.0004373168895316688
